id,channel_id,counter_edge_id,from_node_id,to_node_id,balance,fee_base,fee_proportional,min_htlc,timelock,is_closed,tot_flows
1897,948,1896,54,404,55641000,3731,2,10,66,0,0
1898,949,1899,2,233,93906000,4663,2,0,17,0,0
1899,949,1898,233,2,6093000,3471,3,0,25,0,0
1900,950,1901,2,327,57096000,4499,8,0,15,0,0
1901,950,1900,327,2,42903000,3405,2,0,50,0,0
1902,951,1903,384,400,39681000,4877,2,10,35,0,0
1903,951,1902,400,384,60319000,2369,5,0,37,0,0
1904,952,1905,2,247,33040521,2695,1,0,53,0,1
1905,952,1904,247,2,66958479,2307,7,0,49,0,1
1906,953,1907,2,223,15928769,1339,6,0,26,0,1
1907,953,1906,223,2,84070231,2867,3,10,72,0,0
1908,954,1909,54,390,78886000,1237,5,0,68,0,0
1909,954,1908,390,54,21113000,4422,2,10,53,0,0
1910,955,1911,405,334,75359000,2710,3,0,60,0,0
1911,955,1910,334,405,24640000,2841,8,0,39,0,0
1912,956,1913,405,340,51594000,1044,7,0,66,0,0
1913,956,1912,340,405,48406000,2584,6,0,77,0,0
1914,957,1915,405,130,54479000,3231,2,10,36,0,1
1915,957,1914,130,405,45522000,1746,4,100,96,0,0
1916,958,1917,54,406,14691000,3557,7,0,78,0,0
1917,958,1916,406,54,85308000,3709,4,0,13,0,0
1918,959,1919,407,350,88292000,3527,7,0,84,0,0
1919,959,1918,350,407,11708000,2509,9,0,76,0,0
1920,960,1921,258,265,93895000,3274,3,1000,87,0,0
1921,960,1920,265,258,6105000,4164,7,0,70,0,0
1922,961,1923,276,282,83595356,3433,3,0,27,0,1
1923,961,1922,282,276,16405644,1972,7,0,24,0,8
1924,962,1925,157,390,56349000,1514,5,0,22,0,0
1925,962,1924,390,157,43650000,1164,1,10,32,0,0
1926,963,1927,408,326,8960729,3012,3,10,15,0,1
1927,963,1926,326,408,91037271,2662,6,0,29,0,0
1928,964,1929,402,130,86380363,4934,4,0,81,0,0
1929,964,1928,130,402,13619637,2428,6,0,95,0,1
1930,965,1931,402,342,856302,3521,1,0,14,0,1
1931,965,1930,342,402,99143698,3096,3,0,52,0,0
1932,966,1933,409,54,82200045,1187,6,0,66,0,1
1933,966,1932,54,409,17798955,3148,4,10,22,0,1
1934,967,1935,326,382,44440000,2823,5,0,70,0,0
1935,967,1934,382,326,55562000,2505,8,0,72,0,0
1936,968,1937,389,345,55825000,3086,8,1000,94,0,0
1937,968,1936,345,389,44175000,2593,4,0,73,0,0
1938,969,1939,54,400,22507355,1153,1,0,88,0,2
1939,969,1938,400,54,77491645,1466,6,0,78,0,4
1940,970,1941,326,213,21741000,2289,3,100,51,0,0
1941,970,1940,213,326,78259000,3122,9,0,28,0,0
1942,971,1943,410,63,24687000,2444,2,10,21,0,0
1943,971,1942,63,410,75313000,1503,6,0,59,0,0
1944,972,1945,410,359,22147211,3078,3,1000,52,0,1
1945,972,1944,359,410,77850789,3143,9,10,21,0,2
1946,973,1947,410,350,70344542,1629,5,0,74,0,1
1947,973,1946,350,410,29656458,2071,5,0,89,0,2
1948,974,1949,410,358,32807849,1488,7,0,47,0,3
1949,974,1948,358,410,67191151,4439,7,0,37,0,0
1950,975,1951,410,54,99914425,2358,3,10,35,0,5
1951,975,1950,54,410,86575,1040,5,0,72,0,28
1952,976,1953,276,75,21541304,1598,8,0,45,0,0
1953,976,1952,75,276,78458696,1281,1,0,24,0,1
1954,977,1955,377,411,9357000,3921,3,0,83,0,0
1955,977,1954,411,377,90642000,2432,1,0,20,0,0
1956,978,1957,276,400,56925000,2459,5,0,53,0,0
1957,978,1956,400,276,43073000,3896,8,0,94,0,0
1958,979,1959,54,407,79580000,2211,3,0,38,0,0
1959,979,1958,407,54,20419000,1841,1,10,67,0,0
1960,980,1961,334,407,67187000,2433,2,0,69,0,0
1961,980,1960,407,334,32814000,3527,8,0,16,0,0
1962,981,1963,410,86,1450564,1569,4,0,33,0,1
1963,981,1962,86,410,98548436,4256,5,0,49,0,0
1964,982,1965,410,340,49241046,2224,7,0,63,0,5
1965,982,1964,340,410,50758954,4893,7,0,78,0,4
1966,983,1967,54,79,29952100,1087,5,1000,45,0,4
1967,983,1966,79,54,70045900,3154,6,0,77,0,0
1968,984,1969,54,79,93014000,4752,3,0,11,0,0
1969,984,1968,79,54,6986000,1104,5,10,88,0,0
1970,985,1971,79,345,12839000,3745,1,0,75,0,0
1971,985,1970,345,79,87161000,4120,5,10,19,0,0
1972,986,1973,410,348,41193085,3852,5,10,28,0,0
1973,986,1972,348,410,58804915,2033,9,0,40,0,6
1974,987,1975,410,49,46887000,2241,6,0,90,0,0
1975,987,1974,49,410,53113000,3955,6,0,93,0,0
1976,988,1977,356,412,32776000,4699,9,0,89,0,0
1977,988,1976,412,356,67223000,4715,2,0,57,0,1
1978,989,1979,352,412,47408000,4893,6,0,74,0,0
1979,989,1978,412,352,52592000,4683,9,0,93,0,0
1980,990,1981,412,326,51094844,4445,4,0,75,0,1
1981,990,1980,326,412,48903156,2758,5,0,45,0,0
1982,991,1983,410,6,1028000,1622,9,0,73,0,0
1983,991,1982,6,410,98972000,3230,3,0,12,0,0
1984,992,1985,54,413,27993760,3721,4,0,37,0,0
1985,992,1984,413,54,72006240,3756,4,0,46,0,1
1986,993,1987,334,39,88630000,4301,7,0,59,0,0
1987,993,1986,39,334,11370000,1692,4,0,72,0,0
1988,994,1989,332,39,95642000,4189,2,0,47,0,0
1989,994,1988,39,332,4357000,3920,7,0,76,0,0
1990,995,1991,410,414,31202520,4179,5,0,73,0,1
1991,995,1990,414,410,68797480,1679,5,0,21,0,2
1992,996,1993,410,356,34230495,2663,8,10,62,0,0
1993,996,1992,356,410,65767505,3793,2,10,12,0,2
1994,997,1995,87,335,12776092,2499,6,10,67,0,1
1995,997,1994,335,87,87221908,3835,3,0,86,0,0
1996,998,1997,415,342,56219713,1283,2,0,55,0,1
1997,998,1996,342,415,43778287,3250,9,10,32,0,1
1998,999,1999,416,332,87311079,4923,5,0,10,0,2
1999,999,1998,332,416,12687921,4699,8,0,21,0,2
2000,1000,2001,2,390,7363000,3353,1,0,34,0,0
2001,1000,2000,390,2,92634000,3767,5,0,64,0,0
2002,1001,2003,46,417,4573000,4175,1,10,70,0,0
2003,1001,2002,417,46,95427000,2068,9,0,65,0,0
2004,1002,2005,2,60,54047979,1637,4,0,42,0,2
2005,1002,2004,60,2,45951021,1250,5,10,51,0,3
2006,1003,2007,2,362,35538000,4463,7,1000,89,0,0
2007,1003,2006,362,2,64461000,1524,9,10,70,0,0
2008,1004,2009,115,2,88517964,4067,2,100,95,0,0
2009,1004,2008,2,115,11483036,1607,8,0,92,0,3
2010,1005,2011,418,48,24515000,4140,7,0,82,0,0
2011,1005,2010,48,418,75486000,2578,3,0,46,0,0
2012,1006,2013,356,419,89496908,2335,6,0,40,0,1
2013,1006,2012,419,356,10502092,4648,1,0,85,0,1
2014,1007,2015,420,345,50709030,4532,7,0,50,0,0
2015,1007,2014,345,420,49289970,3198,2,10,65,0,1
2016,1008,2017,2,421,82556120,2308,8,1000,74,0,1
2017,1008,2016,421,2,17443880,1256,6,0,63,0,1
2018,1009,2019,63,422,88377833,2904,2,10,15,0,0
2019,1009,2018,422,63,11621167,1242,8,0,15,0,1
2020,1010,2021,165,276,49344000,3878,4,1000,67,0,0
2021,1010,2020,276,165,50655000,2322,4,0,96,0,0
2022,1011,2023,165,334,54961000,4467,3,0,60,0,0
2023,1011,2022,334,165,45037000,4427,7,0,32,0,0
2024,1012,2025,165,326,65415000,2006,2,0,98,0,0
2025,1012,2024,326,165,34584000,3862,6,0,99,0,0
2026,1013,2027,165,344,52386334,3169,1,0,87,0,0
2027,1013,2026,344,165,47612666,3877,3,0,63,0,1
2028,1014,2029,165,332,68794000,4367,9,10,14,0,0
2029,1014,2028,332,165,31204000,4958,8,0,82,0,0
2030,1015,2031,165,340,947000,4235,2,0,27,0,0
2031,1015,2030,340,165,99051000,1486,8,0,57,0,0
2032,1016,2033,222,2,43283000,1833,3,0,78,0,0
2033,1016,2032,2,222,56717000,3673,4,0,44,0,0
2034,1017,2035,335,220,88434000,3194,3,10,67,0,0
2035,1017,2034,220,335,11567000,4222,7,0,43,0,0
2036,1018,2037,13,423,51225000,3474,5,0,23,0,0
2037,1018,2036,423,13,48774000,1849,2,0,90,0,0
2038,1019,2039,54,79,44961000,2104,4,0,26,0,0
2039,1019,2038,79,54,55037000,4583,7,0,81,0,0
2040,1020,2041,54,43,1051000,2977,2,0,59,0,0
2041,1020,2040,43,54,98949000,2967,7,10,79,0,0
2042,1021,2043,335,219,1958000,2729,3,10,76,0,0
2043,1021,2042,219,335,98041000,3654,1,0,75,0,0
2044,1022,2045,267,251,30349000,1040,3,10,80,0,0
2045,1022,2044,251,267,69652000,3827,9,0,97,0,0
2046,1023,2047,130,251,33162000,4315,6,0,98,0,0
2047,1023,2046,251,130,66837000,1869,2,0,97,0,0
2048,1024,2049,46,335,34267000,2967,8,10,71,0,0
2049,1024,2048,335,46,65733000,4644,3,0,89,0,0
2050,1025,2051,335,77,81183513,1853,7,0,99,0,0
2051,1025,2050,77,335,18816487,1609,4,10,89,0,1
2052,1026,2053,207,340,39626000,3907,6,0,88,0,0
2053,1026,2052,340,207,60373000,2236,9,0,52,0,0
2054,1027,2055,424,326,65211000,3873,4,0,31,0,0
2055,1027,2054,326,424,34788000,4810,7,0,12,0,0
2056,1028,2057,219,41,67573000,1369,1,0,36,0,0
2057,1028,2056,41,219,32426000,2292,8,0,38,0,0
2058,1029,2059,54,425,78783325,1628,2,10,22,0,0
2059,1029,2058,425,54,21215675,3998,6,0,40,0,1
2060,1030,2061,98,251,2595000,4661,8,0,82,0,0
2061,1030,2060,251,98,97407000,2672,9,0,60,0,0
2062,1031,2063,98,150,44528000,1312,3,10,59,0,0
2063,1031,2062,150,98,55471000,2397,7,0,67,0,0
2064,1032,2065,410,109,2713000,1917,2,0,10,0,0
2065,1032,2064,109,410,97287000,4670,2,0,85,0,0
2066,1033,2067,426,150,53832000,1607,7,0,90,0,0
2067,1033,2066,150,426,46168000,4312,9,10,78,0,0
2068,1034,2069,426,342,80042000,1373,8,0,94,0,0
2069,1034,2068,342,426,19957000,4365,7,0,49,0,0
2070,1035,2071,98,281,39436000,1543,3,0,13,0,0
2071,1035,2070,281,98,60565000,2122,2,0,52,0,0
2072,1036,2073,326,427,77560000,3329,9,0,99,0,0
2073,1036,2072,427,326,22440000,3712,7,10,54,0,0
2074,1037,2075,94,251,2732000,2049,4,0,29,0,0
2075,1037,2074,251,94,97267000,2116,2,0,42,0,0
2076,1038,2077,358,355,86225000,1862,1,0,75,0,0
2077,1038,2076,355,358,13775000,2608,5,100,61,0,0
2078,1039,2079,349,428,20069328,2044,7,0,46,0,1
2079,1039,2078,428,349,79929672,1926,1,0,81,0,0
2080,1040,2081,49,326,47008988,3457,1,0,52,0,1
2081,1040,2080,326,49,52991012,2273,1,0,21,0,0
2082,1041,2083,412,348,8931000,2967,5,0,36,0,0
2083,1041,2082,348,412,91069000,3120,5,10,53,0,0
2084,1042,2085,2,41,32967000,2254,3,0,18,0,0
2085,1042,2084,41,2,67033000,1501,7,0,48,0,0
2086,1043,2087,251,345,12701000,4624,2,0,73,0,0
2087,1043,2086,345,251,87299000,4794,6,0,77,0,0
2088,1044,2089,429,326,82734000,3551,3,0,63,0,0
2089,1044,2088,326,429,17266000,4641,5,0,54,0,0
2090,1045,2091,27,184,43854000,3685,1,10,40,0,0
2091,1045,2090,184,27,56145000,2190,6,0,26,0,0
2092,1046,2093,54,394,328000,1123,7,0,98,0,0
2093,1046,2092,394,54,99672000,1101,7,10,48,0,0
2094,1047,2095,24,394,92054000,3679,4,0,82,0,0
2095,1047,2094,394,24,7946000,2091,4,0,97,0,0
2096,1048,2097,349,394,31715000,4701,5,0,59,0,0
2097,1048,2096,394,349,68283000,4143,6,0,79,0,0
2098,1049,2099,101,405,9446318,1477,2,0,38,0,1
2099,1049,2098,405,101,90554682,4018,5,0,75,0,0
2100,1050,2101,353,430,16411902,1684,6,0,37,0,0
2101,1050,2100,430,353,83587098,4466,6,0,12,0,2
2102,1051,2103,431,432,65605000,2310,2,0,94,0,0
2103,1051,2102,432,431,34394000,3641,8,0,46,0,0
2104,1052,2105,352,433,62753424,4754,9,0,82,0,0
2105,1052,2104,433,352,37248576,4486,2,0,24,0,1
2106,1053,2107,24,433,96422000,2508,9,0,54,0,0
2107,1053,2106,433,24,3578000,4000,7,0,93,0,0
2108,1054,2109,343,407,33993000,3660,5,0,76,0,0
2109,1054,2108,407,343,66005000,3422,5,10,47,0,0
2110,1055,2111,407,332,15076000,1777,6,10,71,0,0
2111,1055,2110,332,407,84923000,2444,4,0,40,0,0
2112,1056,2113,54,434,57781000,1705,5,0,29,0,0
2113,1056,2112,434,54,42219000,3509,8,0,81,0,0
2114,1057,2115,358,435,90541000,4809,2,0,59,0,0
2115,1057,2114,435,358,9458000,1833,2,0,13,0,0
2116,1058,2117,346,436,40935000,4384,8,1000,19,0,0
2117,1058,2116,436,346,59064000,4603,3,10,87,0,0
2118,1059,2119,288,332,12754000,3878,6,10,83,0,0
2119,1059,2118,332,288,87245000,2922,4,10,65,0,0
2120,1060,2121,334,437,86620255,2030,3,0,46,0,1
2121,1060,2120,437,334,13379745,2085,5,0,62,0,0
2122,1061,2123,156,2,64266000,4843,7,0,33,0,0
2123,1061,2122,2,156,35734000,3550,2,100,25,0,0
2124,1062,2125,346,438,59868000,1771,9,0,59,0,0
2125,1062,2124,438,346,40131000,1298,5,10,69,0,0
2126,1063,2127,438,326,18275000,2017,1,0,83,0,0
2127,1063,2126,326,438,81724000,4741,4,0,86,0,0
2128,1064,2129,426,282,31506000,1757,6,0,89,0,0
2129,1064,2128,282,426,68493000,1007,8,0,74,0,0
2130,1065,2131,426,8,72548000,1265,7,10,69,0,0
2131,1065,2130,8,426,27452000,2318,8,0,77,0,0
2132,1066,2133,410,62,72811626,3524,5,0,45,0,1
2133,1066,2132,62,410,27186374,3072,8,0,54,0,0
2134,1067,2135,410,76,63665239,4860,6,0,75,0,1
2135,1067,2134,76,410,36334761,4153,5,0,58,0,1
2136,1068,2137,150,340,70393000,2794,4,0,34,0,0
2137,1068,2136,340,150,29607000,2690,9,0,51,0,0
2138,1069,2139,332,347,41897000,3207,5,0,64,0,0
2139,1069,2138,347,332,58103000,4500,1,0,93,0,0
2140,1070,2141,54,439,4875000,4676,9,0,80,0,0
2141,1070,2140,439,54,95124000,4878,8,10,62,0,0
2142,1071,2143,436,334,42562000,4096,9,0,29,0,0
2143,1071,2142,334,436,57438000,1874,8,0,60,0,0
2144,1072,2145,371,2,51106000,4401,3,10,83,0,0
2145,1072,2144,2,371,48894000,1281,6,0,19,0,0
2146,1073,2147,440,332,95055092,4886,3,0,85,0,0
2147,1073,2146,332,440,4944908,2464,3,1000,70,0,1
2148,1074,2149,236,77,40877000,1947,8,0,16,0,0
2149,1074,2148,77,236,59121000,3571,1,10,89,0,0
2150,1075,2151,426,359,36043000,4417,9,10,65,0,0
2151,1075,2150,359,426,63957000,3632,5,1000,80,0,0
2152,1076,2153,46,441,23858671,1627,3,0,79,0,0
2153,1076,2152,441,46,76142329,2975,7,10,68,0,1
2154,1077,2155,442,356,44469000,2684,9,0,82,0,0
2155,1077,2154,356,442,55530000,3506,3,0,52,0,0
2156,1078,2157,384,443,26240000,4394,3,0,90,0,0
2157,1078,2156,443,384,73760000,3407,2,0,62,0,1
2158,1079,2159,326,130,82434000,4841,7,10,31,0,0
2159,1079,2158,130,326,17565000,3708,3,0,43,0,0
2160,1080,2161,263,444,68744000,3348,2,10,91,0,0
2161,1080,2160,444,263,31254000,1370,7,10,70,0,0
2162,1081,2163,54,444,68869096,3928,7,0,18,0,0
2163,1081,2162,444,54,31130904,1489,3,0,21,0,1
2164,1082,2165,445,334,37878345,1715,5,0,57,0,4
2165,1082,2164,334,445,62121655,4733,5,0,50,0,1
2166,1083,2167,343,446,71626589,1687,7,0,13,0,2
2167,1083,2166,446,343,28371411,1175,1,0,57,0,0
2168,1084,2169,410,150,28341000,2697,7,10,69,0,0
2169,1084,2168,150,410,71660000,1598,3,0,91,0,1
2170,1085,2171,54,447,62758000,2637,9,0,51,0,0
2171,1085,2170,447,54,37241000,1763,3,0,80,0,0
2172,1086,2173,263,447,69644000,3563,3,0,65,0,0
2173,1086,2172,447,263,30354000,3124,2,10,48,0,0
2174,1087,2175,447,130,77801575,2117,6,0,30,0,1
2175,1087,2174,130,447,22198425,3045,5,0,66,0,1
2176,1088,2177,410,46,47381714,2151,2,0,73,0,8
2177,1088,2176,46,410,52617286,1533,6,0,57,0,8
2178,1089,2179,16,448,71038000,1890,2,0,30,0,0
2179,1089,2178,448,16,28962000,3233,1,0,32,0,0
2180,1090,2181,410,58,82825000,3916,3,0,59,0,0
2181,1090,2180,58,410,17175000,3194,4,10,46,0,0
2182,1091,2183,410,281,15273000,4228,4,10,74,0,0
2183,1091,2182,281,410,84727000,3143,3,10,85,0,0
2184,1092,2185,343,449,93078000,1706,3,10,91,0,0
2185,1092,2184,449,343,6922000,4693,7,0,43,0,0
2186,1093,2187,356,266,71734000,4165,6,0,73,0,0
2187,1093,2186,266,356,28267000,2104,8,0,60,0,0
2188,1094,2189,450,334,39925011,4220,3,10,47,0,0
2189,1094,2188,334,450,60073989,1207,4,10,13,0,1
2190,1095,2191,2,450,18996000,4078,9,0,60,0,0
2191,1095,2190,450,2,81004000,3642,6,0,29,0,0
2192,1096,2193,46,266,99251000,1332,4,0,50,0,0
2193,1096,2192,266,46,750000,4511,3,0,24,0,0
2194,1097,2195,54,451,49840000,4782,7,0,14,0,0
2195,1097,2194,451,54,50160000,4324,4,10,42,0,0
2196,1098,2197,106,410,47288750,2114,6,0,79,0,0
2197,1098,2196,410,106,52709250,1330,9,10,30,0,1
2198,1099,2199,101,227,18400000,4925,2,0,64,0,0
2199,1099,2198,227,101,81600000,4326,1,0,29,0,0
2200,1100,2201,371,227,34207000,1838,2,100,95,0,0
2201,1100,2200,227,371,65791000,3241,7,0,15,0,0
2202,1101,2203,276,376,58337000,1147,8,0,51,0,1
2203,1101,2202,376,276,41662000,4782,1,10,24,0,0
2204,1102,2205,452,130,12763000,4974,5,10,18,0,0
2205,1102,2204,130,452,87236000,2495,7,0,96,0,0
2206,1103,2207,266,150,8215000,3807,8,0,90,0,0
2207,1103,2206,150,266,91785000,2134,3,0,51,0,0
2208,1104,2209,410,326,7193483,1589,9,0,69,0,5
2209,1104,2208,326,410,92806517,3551,6,0,71,0,2
2210,1105,2211,453,326,85414000,1988,6,0,53,0,0
2211,1105,2210,326,453,14585000,4058,3,0,75,0,0
2212,1106,2213,98,371,25454000,1709,7,0,96,0,0
2213,1106,2212,371,98,74546000,3455,5,0,14,0,0
2214,1107,2215,115,453,66474000,4725,5,0,65,0,0
2215,1107,2214,453,115,33524000,2431,6,1000,62,0,0
2216,1108,2217,410,77,86276000,4432,5,0,38,0,0
2217,1108,2216,77,410,13724000,2196,3,10,35,0,1
2218,1109,2219,410,345,97569117,3611,9,10,69,0,0
2219,1109,2218,345,410,2429883,1248,9,0,45,0,4
2220,1110,2221,410,87,25036837,3698,7,10,43,0,1
2221,1110,2220,87,410,74964163,2796,9,0,70,0,0
2222,1111,2223,454,326,27734731,1479,3,0,75,0,2
2223,1111,2222,326,454,72263269,2315,7,100,16,0,1
2224,1112,2225,183,350,20290158,1506,3,0,51,0,0
2225,1112,2224,350,183,79709842,4672,7,10,67,0,1
2226,1113,2227,177,355,83769791,1754,5,0,43,0,1
2227,1113,2226,355,177,16228209,1149,6,10,43,0,5
2228,1114,2229,48,76,36691000,4593,7,0,22,0,0
2229,1114,2228,76,48,63309000,4328,2,0,24,0,0
2230,1115,2231,266,40,27577000,4795,5,0,48,0,0
2231,1115,2230,40,266,72423000,2610,8,0,97,0,0
2232,1116,2233,54,455,86700399,1365,7,0,16,0,1
2233,1116,2232,455,54,13298601,3581,4,10,96,0,1
2234,1117,2235,276,8,31603209,4324,2,0,16,0,0
2235,1117,2234,8,276,68397791,4488,3,0,57,0,1
2236,1118,2237,236,400,77984000,3904,8,0,65,0,0
2237,1118,2236,400,236,22013000,1903,8,0,87,0,0
2238,1119,2239,54,456,99474000,3253,5,0,74,0,0
2239,1119,2238,456,54,527000,4359,1,0,96,0,0
2240,1120,2241,410,457,51874000,2458,4,10,38,0,0
2241,1120,2240,457,410,48127000,2296,6,10,36,0,0
2242,1121,2243,54,457,9326821,1417,3,0,19,0,8
2243,1121,2242,457,54,90671179,4653,3,0,26,0,2
2244,1122,2245,266,4,33826999,1071,2,0,78,0,1
2245,1122,2244,4,266,66172001,3940,8,0,48,0,0
2246,1123,2247,377,266,18754000,1262,6,0,92,0,0
2247,1123,2246,266,377,81245000,2121,9,0,33,0,0
2248,1124,2249,266,8,52180000,3700,3,0,25,0,0
2249,1124,2248,8,266,47818000,3937,9,10,81,0,0
2250,1125,2251,458,266,40256000,3498,8,100,87,0,0
2251,1125,2250,266,458,59743000,1174,6,0,24,0,0
2252,1126,2253,54,459,18675731,4365,8,0,84,0,1
2253,1126,2252,459,54,81324269,2420,6,0,26,0,0
2254,1127,2255,459,359,10510000,4964,7,10,70,0,0
2255,1127,2254,359,459,89490000,3508,2,0,35,0,0
2256,1128,2257,54,251,49459000,2767,2,0,68,0,0
2257,1128,2256,251,54,50541000,2931,6,0,50,0,0
2258,1129,2259,70,227,6298000,4690,8,0,81,0,0
2259,1129,2258,227,70,93698000,1681,2,100,61,0,0
2260,1130,2261,40,251,3516000,2984,2,0,29,0,0
2261,1130,2260,251,40,96483000,4195,4,0,97,0,0
2262,1131,2263,2,390,7080000,3555,9,0,49,0,0
2263,1131,2262,390,2,92919000,4666,4,100,76,0,0
2264,1132,2265,54,460,75058000,3590,7,0,92,0,0
2265,1132,2264,460,54,24940000,3004,6,0,75,0,0
2266,1133,2267,115,266,75743000,1045,8,0,83,0,0
2267,1133,2266,266,115,24257000,3703,6,10,98,0,0
2268,1134,2269,286,400,45890000,2161,4,0,76,0,0
2269,1134,2268,400,286,54109000,4643,4,0,23,0,0
2270,1135,2271,263,266,95626263,2469,6,0,56,0,0
2271,1135,2270,266,263,4372737,2746,7,1000,92,0,1
2272,1136,2273,266,332,87411000,1850,2,0,69,0,0
2273,1136,2272,332,266,12588000,4549,1,0,37,0,0
2274,1137,2275,266,384,47624000,3460,7,0,72,0,0
2275,1137,2274,384,266,52376000,3062,7,10,49,0,0
2276,1138,2277,461,326,76381172,1823,8,0,94,0,0
2277,1138,2276,326,461,23618828,1862,2,0,64,0,1
2278,1139,2279,33,266,97753000,3551,4,0,94,0,0
2279,1139,2278,266,33,2246000,3382,8,0,41,0,0
2280,1140,2281,98,457,43994000,1671,8,100,42,0,0
2281,1140,2280,457,98,56006000,3403,2,0,40,0,0
2282,1141,2283,462,354,86682000,4888,8,0,94,0,0
2283,1141,2282,354,462,13319000,3001,2,10,26,0,0
2284,1142,2285,150,463,44446000,3407,1,0,92,0,0
2285,1142,2284,463,150,55553000,2652,6,0,17,0,0
2286,1143,2287,95,463,10720000,3631,1,0,19,0,0
2287,1143,2286,463,95,89279000,2064,1,10,86,0,0
2288,1144,2289,358,464,8824078,1618,3,0,20,0,1
2289,1144,2288,464,358,91176922,3758,6,0,30,0,0
2290,1145,2291,370,400,5373000,2392,4,0,74,0,0
2291,1145,2290,400,370,94626000,2783,8,100,42,0,0
2292,1146,2293,105,266,80910000,2304,4,100,64,0,0
2293,1146,2292,266,105,19090000,3113,9,0,37,0,0
2294,1147,2295,266,265,2411000,2090,2,0,54,0,0
2295,1147,2294,265,266,97587000,3469,1,0,61,0,0
2296,1148,2297,346,107,41836000,2938,7,0,28,0,0
2297,1148,2296,107,346,58164000,4328,4,100,35,0,0
2298,1149,2299,107,340,7357000,1455,7,10,28,0,0
2299,1149,2298,340,107,92641000,2150,6,0,77,0,0
2300,1150,2301,465,359,432000,2583,5,10,27,0,0
2301,1150,2300,359,465,99566000,4120,4,1000,56,0,0
2302,1151,2303,465,347,92064580,1680,6,0,29,0,0
2303,1151,2302,347,465,7935420,2248,6,0,40,0,1
2304,1152,2305,342,466,87864000,2267,4,0,38,0,0
2305,1152,2304,466,342,12134000,4409,1,0,30,0,0
2306,1153,2307,467,466,83572000,2744,3,0,38,0,0
2307,1153,2306,466,467,16428000,2176,6,0,51,0,0
2308,1154,2309,468,469,85111922,1276,2,0,24,0,1
2309,1154,2308,469,468,14888078,1710,1,0,78,0,0
2310,1155,2311,266,470,40835000,4979,6,10,39,0,0
2311,1155,2310,470,266,59165000,1612,5,0,58,0,0
2312,1156,2313,471,24,79858383,3984,2,10,72,0,0
2313,1156,2312,24,471,20141617,3861,5,0,67,0,1
2314,1157,2315,472,332,17388956,2401,4,0,55,0,1
2315,1157,2314,332,472,82611044,3276,5,0,40,0,0
2316,1158,2317,400,278,20143175,3533,5,10,52,0,0
2317,1158,2316,278,400,79856825,1612,3,0,64,0,1
2318,1159,2319,54,473,57981000,4429,1,1000,21,0,0
2319,1159,2318,473,54,42017000,3618,9,100,49,0,0
2320,1160,2321,346,472,27806000,1646,8,0,33,0,0
2321,1160,2320,472,346,72193000,1212,8,0,20,0,0
2322,1161,2323,46,474,1367000,1473,7,0,84,0,0
2323,1161,2322,474,46,98631000,3978,4,10,15,0,0
2324,1162,2325,468,58,95741185,4532,9,0,72,0,1
2325,1162,2324,58,468,4258815,3072,6,0,67,0,1
2326,1163,2327,266,334,74192726,4895,5,0,68,0,1
2327,1163,2326,334,266,25806274,3923,4,100,97,0,0
2328,1164,2329,298,267,6654000,3782,5,0,43,0,0
2329,1164,2328,267,298,93344000,3974,1,100,32,0,0
2330,1165,2331,266,298,41715000,3586,1,0,14,0,0
2331,1165,2330,298,266,58285000,3615,5,0,44,0,0
2332,1166,2333,352,461,92716000,4753,9,1000,74,0,0
2333,1166,2332,461,352,7284000,4270,8,0,59,0,0
2334,1167,2335,475,340,25166000,2690,5,0,23,0,0
2335,1167,2334,340,475,74834000,1140,1,10,78,0,0
2336,1168,2337,16,473,43688000,3519,1,0,84,0,0
2337,1168,2336,473,16,56312000,4275,5,10,59,0,0
2338,1169,2339,473,340,5748000,3342,5,0,21,0,0
2339,1169,2338,340,473,94250000,3540,1,100,94,0,0
2340,1170,2341,468,473,70349000,2364,3,100,38,0,0
2341,1170,2340,473,468,29649000,3572,5,10,56,0,0
2342,1171,2343,476,109,77043000,3551,6,0,95,0,0
2343,1171,2342,109,476,22955000,2806,4,100,20,0,0
2344,1172,2345,440,457,68470000,4857,5,10,88,0,0
2345,1172,2344,457,440,31530000,3011,8,0,72,0,0
2346,1173,2347,24,266,88472000,4892,7,10,64,0,0
2347,1173,2346,266,24,11528000,1779,4,1000,62,0,0
2348,1174,2349,266,109,78476000,3353,1,0,84,0,0
2349,1174,2348,109,266,21523000,4936,7,0,76,0,0
2350,1175,2351,266,355,45000,4953,9,0,50,0,0
2351,1175,2350,355,266,99954000,1838,7,0,97,0,0
2352,1176,2353,349,266,54066440,1264,6,10,41,0,1
2353,1176,2352,266,349,45932560,4749,1,0,40,0,0
2354,1177,2355,266,347,79484000,4633,1,0,57,0,0
2355,1177,2354,347,266,20514000,3984,9,0,96,0,0
2356,1178,2357,266,346,51558000,3578,9,0,14,0,0
2357,1178,2356,346,266,48442000,3397,3,0,50,0,0
2358,1179,2359,266,296,7670000,4185,4,0,75,0,0
2359,1179,2358,296,266,92330000,3832,4,100,73,0,0
2360,1180,2361,54,461,56904000,2847,8,10,37,0,0
2361,1180,2360,461,54,43097000,1957,4,0,26,0,0
2362,1181,2363,461,334,9629000,2835,8,0,56,0,0
2363,1181,2362,334,461,90369000,1671,2,0,31,0,0
