id,channel_id,counter_edge_id,from_node_id,to_node_id,balance,fee_base,fee_proportional,min_htlc,timelock,is_closed,tot_flows
0,0,1,0,1,38616664,2713,3,0,72,0,0
1,0,0,1,0,61384336,3876,7,10,54,0,1
2,1,3,2,1,67973302,2923,2,10,45,0,2
3,1,2,1,2,32027698,2372,6,10,75,0,3
4,2,5,2,1,5967000,3779,4,0,63,0,0
5,2,4,1,2,94031000,3527,2,0,49,0,0
6,3,7,3,2,71233000,3127,4,10,67,0,0
7,3,6,2,3,28767000,4397,5,0,75,0,0
8,4,9,2,4,92252692,2668,3,10,68,0,1
9,4,8,4,2,7745308,2495,3,10,31,0,3
10,5,11,2,5,47692972,2734,1,0,48,0,3
11,5,10,5,2,52306028,2974,2,0,48,0,0
12,6,13,2,6,42635000,4001,9,0,72,0,0
13,6,12,6,2,57365000,3047,5,0,51,0,0
14,7,15,7,8,30254000,2269,5,0,47,0,0
15,7,14,8,7,69745000,4465,9,0,32,0,0
16,8,17,9,10,88549674,1931,5,0,49,0,2
17,8,16,10,9,11449326,4006,2,0,53,0,0
18,9,19,9,10,28270000,3180,4,0,40,0,0
19,9,18,10,9,71730000,2216,4,0,47,0,0
20,10,21,11,4,87541427,2071,5,0,51,0,1
21,10,20,4,11,12458573,2073,6,0,85,0,1
22,11,23,8,12,53006000,4369,2,10,17,0,0
23,11,22,12,8,46994000,4054,9,0,31,0,0
24,12,25,10,8,57245000,1849,1,0,56,0,0
25,12,24,8,10,42754000,1640,6,0,92,0,0
26,13,27,13,10,30988000,3227,5,10,24,0,0
27,13,26,10,13,69014000,1612,7,0,72,0,0
28,14,29,6,4,69197000,4639,5,10,29,0,0
29,14,28,4,6,30803000,2452,9,0,86,0,0
30,15,31,14,15,39294000,1174,3,10,37,0,0
31,15,30,15,14,60705000,2592,5,0,73,0,0
32,16,33,16,15,76264338,1230,6,0,13,0,1
33,16,32,15,16,23736662,4500,2,10,36,0,1
34,17,35,2,17,26782119,2373,8,0,56,0,1
35,17,34,17,2,73216881,3666,5,0,19,0,0
36,18,37,16,18,66160965,1772,8,0,36,0,1
37,18,36,18,16,33838035,4271,8,10,60,0,1
38,19,39,2,19,70909316,2417,8,10,25,0,1
39,19,38,19,2,29088684,4316,1,0,40,0,0
40,20,41,20,21,57855000,3322,5,0,37,0,0
41,20,40,21,20,42146000,4679,9,0,68,0,0
42,21,43,22,23,44108792,2169,5,10,56,0,1
43,21,42,23,22,55889208,4607,3,0,98,0,0
44,22,45,16,24,56435000,3070,8,10,41,0,0
45,22,44,24,16,43565000,3531,7,0,88,0,0
46,23,47,3,25,98747000,4463,4,0,98,0,0
47,23,46,25,3,1253000,1317,1,0,48,0,0
48,24,49,26,10,45063000,4645,5,0,27,0,0
49,24,48,10,26,54937000,1110,3,0,83,0,0
50,25,51,27,28,5608000,2829,1,0,77,0,0
51,25,50,28,27,94392000,3967,5,10,14,0,0
52,26,53,29,8,83918147,2526,2,1000,82,0,1
53,26,52,8,29,16079853,4244,3,10,71,0,1
54,27,55,27,25,19022668,3659,5,100,89,0,1
55,27,54,25,27,80976332,3785,4,0,49,0,2
56,28,57,30,22,76508000,3418,6,0,33,0,0
57,28,56,22,30,23491000,4525,6,0,62,0,0
58,29,59,3,31,17150000,4710,1,0,77,0,0
59,29,58,31,3,82847000,3296,4,10,77,0,0
60,30,61,8,32,85938000,1823,8,0,65,0,0
61,30,60,32,8,14062000,4697,2,0,17,0,0
62,31,63,10,32,69854000,2597,1,0,48,0,0
63,31,62,32,10,30144000,3248,4,0,21,0,0
64,32,65,3,32,81163000,2482,5,0,92,0,0
65,32,64,32,3,18836000,4365,1,0,68,0,0
66,33,67,24,32,56501000,3328,4,10,28,0,0
67,33,66,32,24,43499000,3871,3,0,44,0,0
68,34,69,33,32,2931000,3369,6,0,51,0,0
69,34,68,32,33,97069000,3694,7,0,45,0,0
70,35,71,2,34,96568000,3170,1,0,16,0,0
71,35,70,34,2,3431000,3613,6,1000,99,0,0
72,36,73,24,35,37374381,4682,1,0,37,0,2
73,36,72,35,24,62625619,2972,6,0,98,0,0
74,37,75,36,4,18956000,3074,3,10,48,0,0
75,37,74,4,36,81045000,4152,7,0,47,0,0
76,38,77,37,33,18155486,3411,3,0,68,0,1
77,38,76,33,37,81845514,3990,2,10,58,0,1
78,39,79,38,4,7218663,4667,7,100,92,0,4
79,39,78,4,38,92779337,1365,6,10,51,0,1
80,40,81,33,39,31365000,4280,1,0,21,0,0
81,40,80,39,33,68631000,1485,1,0,50,0,0
82,41,83,21,40,40939000,1172,4,10,37,0,0
83,41,82,40,21,59061000,4922,8,100,58,0,0
84,42,85,41,40,554000,1468,5,0,80,0,0
85,42,84,40,41,99446000,2738,4,0,16,0,0
86,43,87,42,43,52100000,4852,5,10,40,0,0
87,43,86,43,42,47899000,4195,1,0,81,0,0
88,44,89,44,40,34324918,3417,7,10,37,0,3
89,44,88,40,44,65674082,4589,2,0,62,0,1
90,45,91,8,45,68361000,4461,9,0,12,0,0
91,45,90,45,8,31639000,2067,1,10,55,0,0
92,46,93,33,40,99303000,1530,3,10,61,0,0
93,46,92,40,33,697000,2290,2,0,98,0,0
94,47,95,43,39,62971000,2202,4,0,67,0,0
95,47,94,39,43,37027000,2124,4,1000,42,0,0
96,48,97,22,39,53387000,2898,2,0,59,0,0
97,48,96,39,22,46611000,2744,3,0,36,0,0
98,49,99,46,6,93810420,4550,6,0,11,0,0
99,49,98,6,46,6188580,1507,5,0,79,0,1
100,50,101,47,8,77088932,4049,8,0,84,0,2
101,50,100,8,47,22909068,2411,9,10,97,0,0
102,51,103,48,21,69937000,2423,5,0,93,0,0
103,51,102,21,48,30063000,1595,9,0,94,0,0
104,52,105,49,40,12392000,4355,6,0,34,0,0
105,52,104,40,49,87607000,3157,7,0,17,0,0
106,53,107,24,39,36248000,1901,3,0,88,0,0
107,53,106,39,24,63751000,2454,4,0,58,0,0
108,54,109,46,39,22546000,4870,6,0,35,0,0
109,54,108,39,46,77455000,1985,3,10,16,0,0
110,55,111,50,8,3454000,4729,5,0,62,0,0
111,55,110,8,50,96545000,4793,9,10,60,0,0
112,56,113,46,51,353000,2322,5,0,90,0,0
113,56,112,51,46,99649000,3917,2,0,18,0,1
114,57,115,46,51,88040000,2489,5,0,87,0,0
115,57,114,51,46,11959000,1106,5,0,92,0,0
116,58,117,2,52,90422000,3087,6,0,62,0,0
117,58,116,52,2,9578000,4349,4,10,41,0,0
118,59,119,53,40,50039018,4019,4,10,43,0,0
119,59,118,40,53,49959982,1968,1,0,94,0,1
120,60,121,54,55,34879000,2190,6,10,90,0,0
121,60,120,55,54,65121000,2914,2,10,35,0,0
122,61,123,54,56,41588000,4529,7,0,84,0,0
123,61,122,56,54,58410000,3838,5,100,96,0,0
124,62,125,54,57,24503000,3879,2,10,55,0,0
125,62,124,57,54,75498000,3978,2,0,40,0,0
126,63,127,58,40,58006000,2456,1,0,60,0,0
127,63,126,40,58,41996000,1765,7,0,70,0,0
128,64,129,59,60,27802000,1330,7,0,62,0,0
129,64,128,60,59,72198000,3515,4,100,62,0,0
130,65,131,58,61,8438000,4648,9,0,62,0,0
131,65,130,61,58,91562000,1930,2,100,77,0,0
132,66,133,62,63,20039000,1729,8,0,47,0,0
133,66,132,63,62,79960000,4475,8,0,78,0,0
134,67,135,63,64,17913000,4814,5,0,69,0,0
135,67,134,64,63,82086000,4091,4,10,71,0,0
136,68,137,54,65,57072685,2646,8,0,12,0,0
137,68,136,65,54,42927315,1215,1,0,20,0,1
138,69,139,54,66,52946423,4777,2,10,54,0,0
139,69,138,66,54,47051577,2080,7,0,42,0,1
140,70,141,54,67,21803000,2279,8,0,98,0,0
141,70,140,67,54,78198000,1626,3,0,28,0,0
142,71,143,46,51,47782000,4638,1,100,13,0,0
143,71,142,51,46,52216000,3828,8,10,53,0,0
144,72,145,46,51,3632000,4009,1,10,45,0,0
145,72,144,51,46,96370000,2863,9,0,81,0,0
146,73,147,46,68,16680412,3447,7,0,28,0,1
147,73,146,68,46,83318588,1660,9,10,42,0,1
148,74,149,69,24,50939000,2936,3,0,93,0,0
149,74,148,24,69,49060000,1580,8,10,71,0,0
150,75,151,46,51,67552000,3623,6,0,46,0,0
151,75,150,51,46,32447000,2029,1,10,17,0,0
152,76,153,63,70,27147000,1543,4,0,61,0,0
153,76,152,70,63,72853000,1092,9,0,11,0,0
154,77,155,56,8,84411000,2766,8,10,48,0,0
155,77,154,8,56,15591000,2487,9,0,88,0,0
156,78,157,54,71,2057000,1385,9,0,60,0,0
157,78,156,71,54,97942000,4026,3,100,22,0,0
158,79,159,54,72,88842625,1373,9,10,85,0,1
159,79,158,72,54,11156375,2641,5,0,69,0,0
160,80,161,54,73,97458923,2580,5,10,52,0,0
161,80,160,73,54,2541077,3438,5,0,83,0,1
162,81,163,54,74,34693685,1931,4,0,79,0,0
163,81,162,74,54,65308315,1538,7,0,24,0,1
164,82,165,46,45,3878463,2026,7,10,45,0,2
165,82,164,45,46,96121537,3561,3,0,64,0,0
166,83,167,75,17,55153000,1154,4,0,78,0,0
167,83,166,17,75,44847000,1920,3,0,18,0,0
168,84,169,76,77,73259000,4660,7,0,58,0,0
169,84,168,77,76,26740000,1821,3,0,61,0,0
170,85,171,2,78,61403000,1524,5,0,65,0,0
171,85,170,78,2,38597000,4952,5,0,91,0,0
172,86,173,76,5,8000,4077,9,0,40,0,0
173,86,172,5,76,99991000,2128,9,10,45,0,0
174,87,175,79,63,56435000,1851,2,0,45,0,0
175,87,174,63,79,43566000,4406,7,1000,21,0,0
176,88,177,24,80,52615552,4099,3,0,80,0,0
177,88,176,80,24,47384448,4515,5,0,87,0,1
178,89,179,54,66,20400166,4689,9,0,37,0,1
179,89,178,66,54,79600834,2359,8,0,63,0,0
180,90,181,46,45,93285000,2239,4,0,77,0,0
181,90,180,45,46,6716000,1564,6,10,60,0,0
182,91,183,33,81,72342181,1882,1,0,39,0,2
183,91,182,81,33,27656819,1590,5,0,35,0,1
184,92,185,82,54,62288689,2392,1,0,90,0,0
185,92,184,54,82,37711311,4461,6,0,86,0,1
186,93,187,24,83,37518289,2513,3,0,22,0,1
187,93,186,83,24,62481711,3254,1,0,75,0,1
188,94,189,84,54,24751000,1451,5,100,77,0,0
189,94,188,54,84,75248000,4567,7,10,96,0,0
190,95,191,54,85,92034000,1153,2,0,59,0,0
191,95,190,85,54,7968000,4447,2,0,61,0,0
192,96,193,46,49,51037000,4411,7,0,45,0,0
193,96,192,49,46,48962000,2231,8,0,90,0,1
194,97,195,54,86,36344000,2542,8,0,32,0,0
195,97,194,86,54,63656000,3589,9,0,13,0,0
196,98,197,87,24,52693000,2287,8,100,21,0,0
197,98,196,24,87,47306000,4311,1,0,35,0,0
198,99,199,54,40,7369728,2967,5,0,49,0,2
199,99,198,40,54,92630272,2273,8,0,35,0,0
200,100,201,8,88,43303343,4485,8,0,63,0,1
201,100,200,88,8,56695657,4080,8,0,40,0,2
202,101,203,66,8,11834689,4221,8,0,75,0,1
203,101,202,8,66,88166311,3420,8,0,74,0,0
204,102,205,89,87,79265000,3931,3,0,69,0,0
205,102,204,87,89,20736000,4713,4,10,85,0,0
206,103,207,89,1,59743105,3102,6,0,50,0,1
207,103,206,1,89,40255895,3653,6,0,59,0,1
208,104,209,90,24,3191000,4115,7,0,10,0,0
209,104,208,24,90,96808000,1434,9,0,59,0,0
210,105,211,54,80,12514000,3503,9,1000,51,0,0
211,105,210,80,54,87483000,1891,4,1000,43,0,0
212,106,213,80,1,66652000,3247,2,0,63,0,0
213,106,212,1,80,33348000,1696,9,0,85,0,0
214,107,215,10,80,75445000,4767,9,0,91,0,0
215,107,214,80,10,24554000,1648,8,10,98,0,0
216,108,217,87,80,53997000,1973,9,0,20,0,0
217,108,216,80,87,46002000,4534,4,0,59,0,0
218,109,219,27,80,37981000,2307,1,0,26,0,0
219,109,218,80,27,62021000,2867,2,100,33,0,1
220,110,221,54,91,95414000,3761,5,0,34,0,0
221,110,220,91,54,4586000,2691,4,0,60,0,0
222,111,223,87,49,36291000,1784,2,0,18,0,0
223,111,222,49,87,63710000,4772,4,0,95,0,0
224,112,225,54,92,1699000,2750,3,0,77,0,0
225,112,224,92,54,98301000,2854,8,0,32,0,0
226,113,227,87,93,92233000,2096,9,0,20,0,0
227,113,226,93,87,7765000,1462,6,0,95,0,0
228,114,229,94,95,20704000,2110,6,1000,74,0,0
229,114,228,95,94,79295000,3579,8,0,54,0,0
230,115,231,54,96,70739000,3357,3,0,62,0,0
231,115,230,96,54,29260000,4869,5,0,69,0,0
232,116,233,33,97,61883316,4427,7,0,51,0,0
233,116,232,97,33,38117684,1474,1,0,30,0,1
234,117,235,98,77,79225000,2313,6,10,43,0,0
235,117,234,77,98,20774000,4215,6,0,44,0,0
236,118,237,98,99,34052037,1762,8,0,37,0,2
237,118,236,99,98,65947963,2364,5,0,10,0,1
238,119,239,95,40,83007000,4774,2,10,91,0,0
239,119,238,40,95,16991000,2774,8,100,18,0,0
240,120,241,40,12,27148000,2842,5,10,86,0,0
241,120,240,12,40,72851000,1299,7,0,50,0,0
242,121,243,100,1,62461000,4983,1,0,29,0,0
243,121,242,1,100,37539000,3446,5,0,86,0,0
244,122,245,101,102,39013728,4574,7,0,32,0,0
245,122,244,102,101,60986272,2295,8,0,70,0,1
246,123,247,12,1,13511000,4978,4,0,55,0,0
247,123,246,1,12,86489000,1837,6,0,63,0,0
248,124,249,87,103,76813538,4771,2,0,87,0,0
249,124,248,103,87,23184462,3812,6,0,50,0,1
250,125,251,104,10,56368000,1784,3,0,12,0,0
251,125,250,10,104,43633000,3203,8,0,83,0,0
252,126,253,105,12,66303000,2044,7,10,40,0,0
253,126,252,12,105,33696000,4206,9,10,96,0,0
254,127,255,106,98,26761000,3777,5,1000,32,0,0
255,127,254,98,106,73240000,2354,9,10,60,0,0
256,128,257,107,5,20958000,3237,3,100,45,0,0
257,128,256,5,107,79041000,4372,7,0,96,0,0
258,129,259,46,108,1417000,3388,5,10,78,0,0
259,129,258,108,46,98583000,3148,7,0,90,0,0
260,130,261,54,46,4634842,3057,4,10,23,0,7
261,130,260,46,54,95364158,2088,6,10,41,0,6
262,131,263,66,109,23253000,1454,6,0,79,0,0
263,131,262,109,66,76747000,3343,8,0,85,0,0
264,132,265,63,109,62495000,4961,5,0,70,0,0
265,132,264,109,63,37504000,3579,7,100,44,0,0
266,133,267,87,110,79118000,4616,1,100,28,0,0
267,133,266,110,87,20880000,3600,1,10,94,0,0
268,134,269,87,109,75179317,4297,8,10,23,0,1
269,134,268,109,87,24819683,4866,3,0,61,0,0
270,135,271,111,10,20064839,4597,8,0,56,0,0
271,135,270,10,111,79935161,1457,3,0,14,0,1
272,136,273,87,112,92033000,3899,9,0,10,0,0
273,136,272,112,87,7968000,4756,2,10,20,0,0
274,137,275,87,76,77752176,2944,6,10,39,0,0
275,137,274,76,87,22247824,1400,5,0,59,0,1
276,138,277,87,6,39109000,3127,3,10,86,0,0
277,138,276,6,87,60892000,3787,6,0,57,0,0
278,139,279,54,113,64494806,4687,3,0,59,0,2
279,139,278,113,54,35506194,2072,4,1000,99,0,0
280,140,281,54,114,69364000,1146,7,10,38,0,0
281,140,280,114,54,30635000,4633,2,0,45,0,0
282,141,283,109,17,57419000,1882,4,0,36,0,0
283,141,282,17,109,42580000,4314,7,10,43,0,0
284,142,285,109,77,19630000,3613,8,0,42,0,0
285,142,284,77,109,80369000,2782,3,0,76,0,0
286,143,287,87,115,97239000,4672,2,0,38,0,0
287,143,286,115,87,2760000,4765,4,10,55,0,0
288,144,289,54,116,64701000,1122,3,0,98,0,0
289,144,288,116,54,35299000,1053,2,0,72,0,0
290,145,291,117,4,62096000,4006,6,10,52,0,0
291,145,290,4,117,37903000,3350,4,0,62,0,0
292,146,293,118,119,23976000,3872,1,0,35,0,0
293,146,292,119,118,76022000,4765,5,10,50,0,0
294,147,295,54,120,23588001,4142,8,10,18,0,1
295,147,294,120,54,76411999,4808,5,0,57,0,2
296,148,297,121,46,40506000,3223,6,0,64,0,0
297,148,296,46,121,59495000,4209,7,0,35,0,0
298,149,299,122,87,39988000,4286,3,0,14,0,0
299,149,298,87,122,60013000,3690,2,10,68,0,0
300,150,301,9,109,84238000,4269,6,0,68,0,0
301,150,300,109,9,15762000,4560,6,0,14,0,0
302,151,303,123,4,90734000,1079,6,0,42,0,0
303,151,302,4,123,9265000,3479,3,0,39,0,0
304,152,305,116,109,75111000,3281,7,0,63,0,0
305,152,304,109,116,24888000,2608,1,100,99,0,0
306,153,307,87,124,87573322,3979,4,0,91,0,1
307,153,306,124,87,12426678,2476,2,10,48,0,1
308,154,309,87,125,55787000,3483,4,0,90,0,0
309,154,308,125,87,44214000,1457,2,0,87,0,0
310,155,311,46,126,92256000,2534,7,0,15,0,0
311,155,310,126,46,7745000,4585,9,1000,30,0,0
312,156,313,127,46,19449000,1498,9,0,18,0,0
313,156,312,46,127,80551000,3697,7,0,64,0,0
314,157,315,54,127,15921000,4434,5,0,31,0,0
315,157,314,127,54,84080000,3695,2,0,73,0,0
316,158,317,127,46,87055000,2276,7,0,74,0,0
317,158,316,46,127,12946000,4857,7,100,11,0,0
318,159,319,127,46,33130000,2814,2,1000,11,0,0
319,159,318,46,127,66869000,3140,8,10,48,0,0
320,160,321,127,46,11906000,2564,5,0,26,0,0
321,160,320,46,127,88093000,2458,9,10,28,0,0
322,161,323,115,128,72580000,1204,9,10,48,0,0
323,161,322,128,115,27419000,1062,8,0,12,0,0
324,162,325,46,109,82097000,4700,5,0,91,0,0
325,162,324,109,46,17904000,4292,2,0,83,0,0
326,163,327,127,115,99620000,4018,2,0,41,0,0
327,163,326,115,127,381000,2409,5,0,82,0,0
328,164,329,58,129,72717000,3085,6,10,94,0,0
329,164,328,129,58,27281000,2792,1,0,40,0,0
330,165,331,54,33,66506524,2809,5,0,99,0,3
331,165,330,33,54,33493476,2455,6,0,32,0,1
332,166,333,129,130,44308656,2771,6,0,50,0,0
333,166,332,130,129,55690344,4431,7,10,41,0,1
334,167,335,40,108,42682195,2924,3,10,50,0,1
335,167,334,108,40,57316805,2989,8,0,41,0,0
336,168,337,131,8,50465320,4629,5,0,24,0,0
337,168,336,8,131,49533680,3008,3,100,69,0,1
338,169,339,132,2,1548000,1067,3,0,56,0,0
339,169,338,2,132,98452000,1957,8,1000,46,0,0
340,170,341,46,24,32623000,3359,5,0,67,0,0
341,170,340,24,46,67377000,2729,3,0,44,0,0
342,171,343,115,108,33380000,1823,7,0,36,0,0
343,171,342,108,115,66618000,4817,9,10,17,0,0
344,172,345,76,77,5838000,3216,5,0,38,0,0
345,172,344,77,76,94160000,4299,6,10,92,0,0
346,173,347,24,75,74138000,2388,4,0,10,0,0
347,173,346,75,24,25863000,2179,8,100,17,0,0
348,174,349,33,77,38891811,3626,6,0,60,0,0
349,174,348,77,33,61110189,1039,1,10,29,0,2
350,175,351,46,33,43857000,3288,7,0,19,0,0
351,175,350,33,46,56142000,3599,8,10,40,0,0
352,176,353,54,133,80531000,2594,1,0,16,0,0
353,176,352,133,54,19468000,2111,7,0,43,0,0
354,177,355,46,93,98397932,3583,8,0,87,0,0
355,177,354,93,46,1600068,3471,7,0,45,0,4
356,178,357,54,131,77328366,3573,4,0,81,0,1
357,178,356,131,54,22670634,4395,4,0,84,0,0
358,179,359,134,24,78398000,1772,5,10,14,0,0
359,179,358,24,134,21600000,1683,9,0,39,0,0
360,180,361,134,46,86558498,4783,1,0,74,0,0
361,180,360,46,134,13439502,2797,3,0,34,0,2
362,181,363,54,129,15177000,2229,3,10,70,0,0
363,181,362,129,54,84824000,2177,3,0,91,0,0
364,182,365,87,135,17129226,2970,2,0,59,0,0
365,182,364,135,87,82870774,4461,1,0,77,0,4
366,183,367,136,10,25223000,3978,5,10,13,0,0
367,183,366,10,136,74776000,1837,3,10,16,0,0
368,184,369,136,109,8424474,2563,5,0,34,0,3
369,184,368,109,136,91574526,4994,6,0,12,0,0
370,185,371,87,137,46752000,2147,4,0,99,0,0
371,185,370,137,87,53247000,3241,1,0,80,0,0
372,186,373,10,108,10923000,3685,1,0,36,0,0
373,186,372,108,10,89076000,2747,3,0,86,0,0
374,187,375,4,108,50878000,2002,8,0,99,0,0
375,187,374,108,4,49123000,4474,1,10,24,0,0
376,188,377,40,108,68018000,3099,1,0,73,0,0
377,188,376,108,40,31982000,4959,1,0,30,0,0
378,189,379,24,108,41026000,3294,3,0,34,0,0
379,189,378,108,24,58973000,2760,2,1000,21,0,0
380,190,381,87,108,5395000,4688,1,0,66,0,0
381,190,380,108,87,94602000,2801,1,100,85,0,0
382,191,383,10,108,63357000,1750,6,0,61,0,0
383,191,382,108,10,36641000,2185,2,10,51,0,0
384,192,385,138,33,647221,3409,1,0,73,0,1
385,192,384,33,138,99352779,2145,7,1000,48,0,0
386,193,387,54,139,92506634,1673,9,0,22,0,2
387,193,386,139,54,7493366,2879,7,0,87,0,1
388,194,389,54,24,55809796,3017,2,10,72,0,2
389,194,388,24,54,44189204,1307,7,10,81,0,2
390,195,391,24,77,67088000,3880,2,0,74,0,0
391,195,390,77,24,32912000,1659,3,1000,40,0,0
392,196,393,54,140,42047000,4529,2,10,18,0,0
393,196,392,140,54,57951000,1492,5,0,10,0,0
394,197,395,46,137,1150000,2619,8,100,93,0,0
395,197,394,137,46,98850000,3392,5,0,97,0,0
396,198,397,141,49,89931000,1462,9,0,55,0,0
397,198,396,49,141,10069000,4755,7,0,11,0,0
398,199,399,54,142,81086000,4666,4,0,65,0,0
399,199,398,142,54,18913000,1648,8,0,13,0,0
400,200,401,54,143,3948329,2551,9,0,60,0,1
401,200,400,143,54,96051671,2233,8,10,28,0,0
402,201,403,87,144,27198529,4074,5,0,86,0,2
403,201,402,144,87,72801471,2880,3,1000,74,0,0
404,202,405,54,144,4717000,4313,3,0,87,0,0
405,202,404,144,54,95281000,1428,4,0,36,0,0
406,203,407,46,145,20880889,1030,3,100,71,0,1
407,203,406,145,46,79118111,1401,5,0,16,0,1
408,204,409,43,119,71815000,4495,9,10,28,0,0
409,204,408,119,43,28184000,2941,2,0,52,0,0
410,205,411,139,58,23170000,1400,7,10,10,0,0
411,205,410,58,139,76828000,2140,3,0,24,0,0
412,206,413,54,107,35462000,1377,8,10,50,0,0
413,206,412,107,54,64537000,3647,7,0,35,0,0
414,207,415,146,87,23998997,1556,9,1000,74,0,1
415,207,414,87,146,76001003,2517,5,0,88,0,0
416,208,417,147,2,81944000,2005,5,0,20,0,1
417,208,416,2,147,18055000,4954,6,0,15,0,0
418,209,419,148,63,55991168,3874,7,0,35,0,1
419,209,418,63,148,44006832,4383,4,0,97,0,0
420,210,421,148,63,35845000,1506,5,0,14,0,0
421,210,420,63,148,64154000,1505,7,0,10,0,0
422,211,423,148,63,74015000,4364,1,0,77,0,0
423,211,422,63,148,25984000,4433,3,0,44,0,0
424,212,425,148,63,46500000,3896,3,10,61,0,0
425,212,424,63,148,53498000,4713,7,1000,81,0,0
426,213,427,148,63,39306000,4379,9,0,77,0,0
427,213,426,63,148,60694000,2331,6,0,73,0,0
428,214,429,148,63,91623000,3708,9,0,47,0,0
429,214,428,63,148,8377000,1253,6,0,64,0,0
430,215,431,54,149,36731000,4376,4,0,77,0,0
431,215,430,149,54,63268000,2315,6,0,56,0,0
432,216,433,87,149,382000,3394,9,0,47,0,0
433,216,432,149,87,99617000,4206,5,0,53,0,0
434,217,435,149,130,46473000,2520,5,0,25,0,0
435,217,434,130,149,53525000,1624,9,0,25,0,0
436,218,437,46,149,12470000,1354,3,0,32,0,0
437,218,436,149,46,87531000,1815,2,1000,18,0,0
438,219,439,2,150,33468893,2652,3,0,63,0,3
439,219,438,150,2,66531107,1534,8,0,53,0,2
440,220,441,40,151,24287000,4199,9,0,29,0,0
441,220,440,151,40,75712000,3186,7,100,69,0,0
442,221,443,87,152,86972000,4914,4,100,74,0,0
443,221,442,152,87,13029000,4235,7,0,86,0,0
444,222,445,130,108,34937259,2168,5,0,54,0,1
445,222,444,108,130,65061741,4640,5,10,11,0,0
446,223,447,87,108,77866764,2388,6,1000,17,0,0
447,223,446,108,87,22133236,1040,1,0,87,0,3
448,224,449,8,108,93407000,4250,1,10,65,0,0
449,224,448,108,8,6592000,1027,4,0,32,0,0
450,225,451,40,108,13562000,2208,7,10,75,0,0
451,225,450,108,40,86436000,1720,2,0,67,0,0
452,226,453,33,108,18045000,1712,2,0,51,0,0
453,226,452,108,33,81954000,2171,8,0,44,0,0
454,227,455,108,1,97164000,3194,2,0,23,0,0
455,227,454,1,108,2835000,2747,6,0,33,0,0
456,228,457,22,153,80337000,2673,8,0,67,0,0
457,228,456,153,22,19664000,3534,2,10,16,0,0
458,229,459,123,130,85150000,3487,7,1000,11,0,0
459,229,458,130,123,14849000,3072,9,10,72,0,0
460,230,461,54,154,94444000,2587,3,0,81,0,0
461,230,460,154,54,5555000,3562,8,0,90,0,0
462,231,463,54,155,66500561,4572,7,0,26,0,1
463,231,462,155,54,33499439,2098,6,0,11,0,0
464,232,465,24,108,88737000,3682,6,0,30,0,0
465,232,464,108,24,11261000,2594,7,0,15,0,0
466,233,467,139,108,4748000,4315,1,0,92,0,0
467,233,466,108,139,95251000,2566,4,0,37,0,0
468,234,469,46,45,97249000,4763,7,1000,75,0,0
469,234,468,45,46,2749000,4070,7,0,44,0,0
470,235,471,156,48,64791000,2073,4,0,30,0,0
471,235,470,48,156,35210000,1968,3,0,29,0,0
472,236,473,10,108,93449000,4780,9,0,99,0,0
473,236,472,108,10,6550000,1035,1,0,66,0,0
474,237,475,157,116,735000,1846,6,10,51,0,0
475,237,474,116,157,99267000,1294,7,0,98,0,0
476,238,477,40,108,80654000,1558,9,0,32,0,0
477,238,476,108,40,19345000,1513,1,0,62,0,0
478,239,479,158,130,3876000,4467,7,0,70,0,0
479,239,478,130,158,96123000,4768,9,10,23,0,0
480,240,481,46,158,44354749,3098,1,0,32,0,1
481,240,480,158,46,55646251,1168,6,10,36,0,0
482,241,483,159,58,94472000,4184,3,0,42,0,0
483,241,482,58,159,5526000,4890,9,10,92,0,0
484,242,485,160,161,77380054,4039,1,0,27,0,0
485,242,484,161,160,22619946,2167,8,0,84,0,1
486,243,487,2,162,49578000,4684,2,0,29,0,0
487,243,486,162,2,50422000,4749,7,0,14,0,0
488,244,489,54,163,45670000,1432,8,10,79,0,0
489,244,488,163,54,54329000,3962,7,0,82,0,0
490,245,491,33,128,49946975,3381,7,0,73,0,0
491,245,490,128,33,50054025,2383,7,1000,52,0,1
492,246,493,54,164,29988725,1490,8,0,55,0,2
493,246,492,164,54,70011275,3432,2,0,41,0,0
494,247,495,165,24,23173000,1149,9,100,82,0,0
495,247,494,24,165,76828000,4460,9,0,56,0,0
496,248,497,54,166,8353939,1154,8,0,96,0,1
497,248,496,166,54,91644061,2687,4,10,93,0,1
498,249,499,54,164,34080000,4554,7,100,18,0,0
499,249,498,164,54,65919000,4384,6,10,65,0,0
500,250,501,150,162,20591635,2327,5,10,33,0,1
501,250,500,162,150,79407365,1807,5,1000,59,0,0
502,251,503,54,167,21253000,3722,3,0,90,0,0
503,251,502,167,54,78747000,1211,9,100,27,0,0
504,252,505,10,108,40823000,3138,6,0,66,0,0
505,252,504,108,10,59176000,3482,7,0,74,0,0
506,253,507,139,108,98642000,4026,2,0,73,0,0
507,253,506,108,139,1356000,1030,4,0,13,0,0
508,254,509,49,119,77648000,1024,4,0,15,0,0
509,254,508,119,49,22349000,2181,2,0,85,0,0
510,255,511,60,108,62817000,4413,3,0,43,0,0
511,255,510,108,60,37182000,3085,9,0,54,0,0
512,256,513,43,108,36615000,1222,9,0,23,0,0
513,256,512,108,43,63384000,1635,5,100,40,0,0
514,257,515,46,165,29235000,3265,6,0,75,0,0
